3.378.980,0000000000000	2.276.640,0000000000000	1.662.130,0000000000000	1.304.280,0000000000000	983.971,0000000000000	837.827,0000000000000	737.351,0000000000000	611.510,0000000000000	509.905,0000000000000	456.840,0000000000000	415.767,0000000000000	344.617,0000000000000	319.664,0000000000000	289.849,0000000000000	266.363,0000000000000	282.826,0000000000000	255.255,0000000000000	223.439,0000000000000	187.830,0000000000000	202.515,0000000000000	183.989,0000000000000	173.421,0000000000000	141.729,0000000000000	140.647,0000000000000	149.414,0000000000000	131.540,0000000000000	137.129,0000000000000	110.787,0000000000000
3.771.420,0000000000000	2.425.580,0000000000000	1.845.160,0000000000000	1.410.720,0000000000000	1.089.480,0000000000000	856.388,0000000000000	758.328,0000000000000	668.228,0000000000000	562.304,0000000000000	533.465,0000000000000	453.503,0000000000000	429.978,0000000000000	366.202,0000000000000	322.963,0000000000000	279.573,0000000000000	280.601,0000000000000	262.770,0000000000000	236.379,0000000000000	230.832,0000000000000	211.950,0000000000000	178.849,0000000000000	158.708,0000000000000	171.862,0000000000000	165.794,0000000000000	144.577,0000000000000	128.465,0000000000000	139.375,0000000000000	110.082,0000000000000
4.206.180,0000000000000	2.823.710,0000000000000	2.147.410,0000000000000	1.599.980,0000000000000	1.247.450,0000000000000	1.036.160,0000000000000	892.667,0000000000000	726.309,0000000000000	628.763,0000000000000	600.476,0000000000000	510.421,0000000000000	459.749,0000000000000	415.887,0000000000000	375.712,0000000000000	351.919,0000000000000	304.102,0000000000000	272.694,0000000000000	294.452,0000000000000	221.358,0000000000000	266.048,0000000000000	240.393,0000000000000	236.984,0000000000000	216.461,0000000000000	214.697,0000000000000	172.482,0000000000000	166.589,0000000000000	165.131,0000000000000	161.073,0000000000000
4.479.060,0000000000000	3.046.260,0000000000000	2.210.660,0000000000000	1.718.560,0000000000000	1.409.310,0000000000000	1.129.350,0000000000000	956.518,0000000000000	840.645,0000000000000	768.631,0000000000000	649.298,0000000000000	542.001,0000000000000	548.200,0000000000000	476.111,0000000000000	421.238,0000000000000	406.739,0000000000000	383.364,0000000000000	332.691,0000000000000	322.754,0000000000000	314.695,0000000000000	262.241,0000000000000	260.905,0000000000000	251.654,0000000000000	225.042,0000000000000	192.158,0000000000000	211.076,0000000000000	189.779,0000000000000	167.296,0000000000000	168.387,0000000000000
4.621.390,0000000000000	3.034.160,0000000000000	2.238.970,0000000000000	1.704.070,0000000000000	1.319.880,0000000000000	1.135.760,0000000000000	1.019.400,0000000000000	861.581,0000000000000	753.822,0000000000000	679.201,0000000000000	617.222,0000000000000	558.679,0000000000000	519.678,0000000000000	433.699,0000000000000	433.583,0000000000000	389.023,0000000000000	349.846,0000000000000	327.316,0000000000000	286.238,0000000000000	266.041,0000000000000	273.736,0000000000000	252.448,0000000000000	231.122,0000000000000	220.422,0000000000000	259.737,0000000000000	200.524,0000000000000	207.715,0000000000000	169.748,0000000000000
4.573.680,0000000000000	3.129.760,0000000000000	2.192.070,0000000000000	1.687.930,0000000000000	1.367.820,0000000000000	1.111.350,0000000000000	978.120,0000000000000	845.357,0000000000000	676.549,0000000000000	658.257,0000000000000	599.807,0000000000000	511.240,0000000000000	477.094,0000000000000	399.985,0000000000000	367.639,0000000000000	391.668,0000000000000	354.113,0000000000000	318.468,0000000000000	274.834,0000000000000	295.930,0000000000000	226.817,0000000000000	267.683,0000000000000	243.466,0000000000000	200.055,0000000000000	175.782,0000000000000	184.626,0000000000000	175.988,0000000000000	196.803,0000000000000
4.903.550,0000000000000	3.157.700,0000000000000	2.325.590,0000000000000	1.848.140,0000000000000	1.488.880,0000000000000	1.212.280,0000000000000	1.003.040,0000000000000	890.441,0000000000000	771.236,0000000000000	672.689,0000000000000	611.063,0000000000000	564.500,0000000000000	491.468,0000000000000	478.876,0000000000000	428.260,0000000000000	368.610,0000000000000	342.317,0000000000000	321.716,0000000000000	307.783,0000000000000	327.124,0000000000000	275.292,0000000000000	256.724,0000000000000	244.569,0000000000000	224.420,0000000000000	228.948,0000000000000	226.156,0000000000000	180.849,0000000000000	198.719,0000000000000
4.909.570,0000000000000	3.332.720,0000000000000	2.446.140,0000000000000	1.910.450,0000000000000	1.489.610,0000000000000	1.282.210,0000000000000	1.033.870,0000000000000	900.813,0000000000000	796.973,0000000000000	728.893,0000000000000	631.110,0000000000000	587.473,0000000000000	543.673,0000000000000	498.427,0000000000000	451.264,0000000000000	424.986,0000000000000	406.653,0000000000000	384.136,0000000000000	341.027,0000000000000	323.206,0000000000000	292.255,0000000000000	286.335,0000000000000	279.680,0000000000000	232.221,0000000000000	260.974,0000000000000	221.603,0000000000000	221.887,0000000000000	178.516,0000000000000
2.935.920,0000000000000	808.137,0000000000000	415.237,0000000000000	286.303,0000000000000	209.348,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000	0,0000000000000
4.190.030,0000000000000	2.811.010,0000000000000	2.053.570,0000000000000	1.578.830,0000000000000	1.286.150,0000000000000	1.073.440,0000000000000	899.270,0000000000000	750.510,0000000000000	691.407,0000000000000	647.153,0000000000000	561.070,0000000000000	514.304,0000000000000	458.609,0000000000000	381.824,0000000000000	386.865,0000000000000	357.412,0000000000000	348.085,0000000000000	301.247,0000000000000	276.999,0000000000000	263.804,0000000000000	246.994,0000000000000	236.249,0000000000000	230.811,0000000000000	208.428,0000000000000	185.384,0000000000000	195.760,0000000000000	185.645,0000000000000	159.565,0000000000000
4.038.950,0000000000000	2.782.800,0000000000000	2.045.550,0000000000000	1.568.480,0000000000000	1.370.130,0000000000000	1.133.070,0000000000000	944.782,0000000000000	766.436,0000000000000	741.848,0000000000000	627.353,0000000000000	575.513,0000000000000	531.496,0000000000000	474.028,0000000000000	427.416,0000000000000	396.280,0000000000000	361.590,0000000000000	352.321,0000000000000	309.458,0000000000000	287.075,0000000000000	262.467,0000000000000	268.716,0000000000000	246.730,0000000000000	230.931,0000000000000	203.053,0000000000000	221.973,0000000000000	208.980,0000000000000	194.474,0000000000000	184.187,0000000000000
3.294.050,0000000000000	2.298.710,0000000000000	1.686.360,0000000000000	1.307.570,0000000000000	1.099.720,0000000000000	900.712,0000000000000	762.857,0000000000000	660.515,0000000000000	591.319,0000000000000	543.016,0000000000000	464.871,0000000000000	412.825,0000000000000	389.359,0000000000000	337.464,0000000000000	301.204,0000000000000	308.238,0000000000000	287.845,0000000000000	260.215,0000000000000	247.092,0000000000000	231.842,0000000000000	215.143,0000000000000	212.209,0000000000000	179.331,0000000000000	190.344,0000000000000	166.554,0000000000000	186.277,0000000000000	164.233,0000000000000	140.645,0000000000000
3.653.700,0000000000000	2.512.440,0000000000000	1.820.600,0000000000000	1.457.610,0000000000000	1.185.590,0000000000000	976.003,0000000000000	828.378,0000000000000	742.048,0000000000000	647.540,0000000000000	576.934,0000000000000	508.304,0000000000000	469.139,0000000000000	414.113,0000000000000	401.247,0000000000000	366.105,0000000000000	334.830,0000000000000	308.597,0000000000000	291.496,0000000000000	293.365,0000000000000	261.031,0000000000000	235.470,0000000000000	226.187,0000000000000	211.374,0000000000000	207.012,0000000000000	182.887,0000000000000	176.896,0000000000000	162.018,0000000000000	155.210,0000000000000
2.917.430,0000000000000	1.983.390,0000000000000	1.479.920,0000000000000	1.190.990,0000000000000	947.518,0000000000000	802.326,0000000000000	665.781,0000000000000	567.154,0000000000000	514.659,0000000000000	454.817,0000000000000	405.065,0000000000000	355.074,0000000000000	331.743,0000000000000	307.787,0000000000000	292.850,0000000000000	274.978,0000000000000	247.568,0000000000000	238.428,0000000000000	222.263,0000000000000	200.838,0000000000000	178.552,0000000000000	175.949,0000000000000	180.272,0000000000000	165.957,0000000000000	159.522,0000000000000	138.170,0000000000000	142.404,0000000000000	136.175,0000000000000
2.798.460,0000000000000	1.962.390,0000000000000	1.435.740,0000000000000	1.123.600,0000000000000	972.689,0000000000000	795.749,0000000000000	690.696,0000000000000	560.862,0000000000000	504.542,0000000000000	457.388,0000000000000	395.002,0000000000000	371.563,0000000000000	341.590,0000000000000	317.588,0000000000000	279.299,0000000000000	274.054,0000000000000	243.744,0000000000000	233.139,0000000000000	225.070,0000000000000	219.930,0000000000000	182.903,0000000000000	170.546,0000000000000	154.648,0000000000000	154.431,0000000000000	168.652,0000000000000	165.363,0000000000000	142.422,0000000000000	147.706,0000000000000
2.578.230,0000000000000	1.739.350,0000000000000	1.282.480,0000000000000	1.087.900,0000000000000	873.249,0000000000000	711.103,0000000000000	594.710,0000000000000	526.548,0000000000000	479.472,0000000000000	414.415,0000000000000	388.856,0000000000000	321.563,0000000000000	331.908,0000000000000	285.821,0000000000000	264.022,0000000000000	248.649,0000000000000	226.793,0000000000000	210.938,0000000000000	206.741,0000000000000	191.562,0000000000000	186.399,0000000000000	183.747,0000000000000	170.419,0000000000000	138.267,0000000000000	133.954,0000000000000	146.422,0000000000000	130.032,0000000000000	138.206,0000000000000
2.346.840,0000000000000	1.723.210,0000000000000	1.269.770,0000000000000	1.004.930,0000000000000	802.788,0000000000000	653.955,0000000000000	606.245,0000000000000	490.004,0000000000000	440.020,0000000000000	408.686,0000000000000	359.869,0000000000000	323.158,0000000000000	306.071,0000000000000	281.817,0000000000000	243.225,0000000000000	238.480,0000000000000	219.939,0000000000000	200.939,0000000000000	178.498,0000000000000	166.016,0000000000000	197.120,0000000000000	168.010,0000000000000	164.232,0000000000000	142.989,0000000000000	131.724,0000000000000	133.768,0000000000000	120.803,0000000000000	118.747,0000000000000
2.265.130,0000000000000	1.586.830,0000000000000	1.171.410,0000000000000	907.748,0000000000000	756.857,0000000000000	628.426,0000000000000	555.683,0000000000000	457.373,0000000000000	417.571,0000000000000	372.615,0000000000000	318.280,0000000000000	298.688,0000000000000	303.251,0000000000000	245.378,0000000000000	245.622,0000000000000	203.576,0000000000000	199.847,0000000000000	203.756,0000000000000	179.661,0000000000000	162.715,0000000000000	168.293,0000000000000	146.824,0000000000000	140.428,0000000000000	126.293,0000000000000	143.361,0000000000000	136.257,0000000000000	121.591,0000000000000	110.699,0000000000000
1.982.060,0000000000000	1.398.240,0000000000000	1.056.290,0000000000000	835.340,0000000000000	685.839,0000000000000	584.509,0000000000000	505.360,0000000000000	399.162,0000000000000	379.400,0000000000000	340.118,0000000000000	306.436,0000000000000	264.934,0000000000000	263.544,0000000000000	234.962,0000000000000	210.700,0000000000000	194.447,0000000000000	199.983,0000000000000	156.178,0000000000000	159.462,0000000000000	162.929,0000000000000	136.035,0000000000000	143.466,0000000000000	125.987,0000000000000	125.556,0000000000000	115.483,0000000000000	108.886,0000000000000	99.824,5000000000000	101.787,0000000000000
1.955.380,0000000000000	1.330.750,0000000000000	994.391,0000000000000	805.265,0000000000000	658.286,0000000000000	546.864,0000000000000	479.781,0000000000000	412.779,0000000000000	361.538,0000000000000	343.193,0000000000000	283.055,0000000000000	273.503,0000000000000	232.082,0000000000000	213.587,0000000000000	210.389,0000000000000	189.843,0000000000000	176.493,0000000000000	174.386,0000000000000	155.095,0000000000000	134.889,0000000000000	125.540,0000000000000	119.191,0000000000000	131.956,0000000000000	111.637,0000000000000	106.765,0000000000000	106.092,0000000000000	113.090,0000000000000	98.287,1000000000058
1.851.280,0000000000000	1.301.050,0000000000000	977.745,0000000000000	788.311,0000000000000	629.936,0000000000000	535.330,0000000000000	453.688,0000000000000	408.304,0000000000000	363.466,0000000000000	325.581,0000000000000	288.092,0000000000000	262.983,0000000000000	237.229,0000000000000	210.248,0000000000000	199.586,0000000000000	192.708,0000000000000	180.288,0000000000000	160.742,0000000000000	159.886,0000000000000	135.876,0000000000000	135.031,0000000000000	129.961,0000000000000	125.980,0000000000000	113.716,0000000000000	107.943,0000000000000	112.790,0000000000000	100.604,0000000000000	98.385,1999999999971
1.682.130,0000000000000	1.168.450,0000000000000	898.250,0000000000000	698.845,0000000000000	590.108,0000000000000	477.388,0000000000000	404.796,0000000000000	374.031,0000000000000	303.180,0000000000000	296.719,0000000000000	270.778,0000000000000	246.756,0000000000000	219.744,0000000000000	206.098,0000000000000	188.529,0000000000000	175.203,0000000000000	168.669,0000000000000	153.065,0000000000000	150.395,0000000000000	135.422,0000000000000	129.850,0000000000000	126.606,0000000000000	110.882,0000000000000	105.612,0000000000000	98.304,3999999999942	94.516,1999999999971	82.030,5000000000000	84.980,0000000000000
1.548.790,0000000000000	1.069.830,0000000000000	815.600,0000000000000	645.938,0000000000000	544.993,0000000000000	463.335,0000000000000	390.608,0000000000000	351.488,0000000000000	293.392,0000000000000	288.147,0000000000000	245.055,0000000000000	220.838,0000000000000	196.140,0000000000000	193.653,0000000000000	176.392,0000000000000	154.951,0000000000000	142.845,0000000000000	140.590,0000000000000	131.041,0000000000000	126.025,0000000000000	116.407,0000000000000	117.679,0000000000000	108.005,0000000000000	99.072,1000000000058	94.570,1000000000058	92.824,6000000000058	86.145,3000000000029	81.064,6999999999971
1.609.320,0000000000000	1.135.120,0000000000000	854.925,0000000000000	696.810,0000000000000	570.245,0000000000000	491.401,0000000000000	413.620,0000000000000	362.073,0000000000000	321.518,0000000000000	293.309,0000000000000	263.094,0000000000000	233.668,0000000000000	218.958,0000000000000	203.801,0000000000000	176.260,0000000000000	171.336,0000000000000	150.166,0000000000000	152.188,0000000000000	139.403,0000000000000	130.665,0000000000000	120.829,0000000000000	113.206,0000000000000	113.100,0000000000000	103.457,0000000000000	96.266,3000000000029	95.233,0000000000000	93.119,8000000000029	89.327,6999999999971
1.461.960,0000000000000	1.041.920,0000000000000	775.319,0000000000000	635.606,0000000000000	526.945,0000000000000	443.097,0000000000000	389.226,0000000000000	313.279,0000000000000	291.370,0000000000000	271.392,0000000000000	242.210,0000000000000	215.119,0000000000000	198.652,0000000000000	190.266,0000000000000	174.962,0000000000000	158.715,0000000000000	157.208,0000000000000	142.177,0000000000000	128.621,0000000000000	113.593,0000000000000	107.437,0000000000000	116.224,0000000000000	101.512,0000000000000	89.014,8999999999942	97.035,6999999999971	85.827,1999999999971	95.144,8000000000029	82.565,1000000000058
1.372.410,0000000000000	962.636,0000000000000	740.640,0000000000000	598.359,0000000000000	465.160,0000000000000	417.405,0000000000000	354.718,0000000000000	310.927,0000000000000	271.449,0000000000000	248.874,0000000000000	223.432,0000000000000	207.141,0000000000000	189.605,0000000000000	186.488,0000000000000	161.202,0000000000000	150.141,0000000000000	138.728,0000000000000	125.072,0000000000000	124.117,0000000000000	120.728,0000000000000	101.092,0000000000000	101.454,0000000000000	93.269,8000000000029	91.151,5000000000000	82.831,8999999999942	87.631,6999999999971	73.911,8999999999942	72.360,8000000000029
1.259.790,0000000000000	899.715,0000000000000	686.281,0000000000000	555.100,0000000000000	457.547,0000000000000	389.656,0000000000000	343.129,0000000000000	289.853,0000000000000	245.494,0000000000000	228.249,0000000000000	212.741,0000000000000	187.272,0000000000000	175.786,0000000000000	158.381,0000000000000	148.183,0000000000000	136.633,0000000000000	130.440,0000000000000	118.483,0000000000000	114.485,0000000000000	103.913,0000000000000	102.532,0000000000000	95.600,1000000000058	84.720,3999999999942	87.594,5000000000000	78.019,1999999999971	81.992,3000000000029	73.456,3999999999942	70.180,0000000000000
1.400.400,0000000000000	1.016.110,0000000000000	762.240,0000000000000	601.605,0000000000000	496.418,0000000000000	431.819,0000000000000	356.515,0000000000000	330.805,0000000000000	290.353,0000000000000	259.086,0000000000000	229.782,0000000000000	210.113,0000000000000	193.269,0000000000000	179.443,0000000000000	159.287,0000000000000	153.475,0000000000000	142.653,0000000000000	135.909,0000000000000	123.137,0000000000000	118.162,0000000000000	117.592,0000000000000	107.206,0000000000000	100.443,0000000000000	87.948,3000000000029	94.586,0000000000000	91.363,5000000000000	75.521,8999999999942	74.366,8000000000029
1.097.620,0000000000000	794.488,0000000000000	618.847,0000000000000	486.781,0000000000000	399.349,0000000000000	329.642,0000000000000	292.878,0000000000000	277.080,0000000000000	217.749,0000000000000	198.831,0000000000000	190.075,0000000000000	170.062,0000000000000	149.987,0000000000000	143.861,0000000000000	119.387,0000000000000	128.155,0000000000000	110.271,0000000000000	107.893,0000000000000	100.681,0000000000000	94.135,3999999999942	86.330,0000000000000	80.800,6000000000058	79.649,6999999999971	76.263,1000000000058	72.124,1000000000058	71.484,5000000000000	68.374,8999999999942	64.765,8000000000029
1.029.150,0000000000000	769.199,0000000000000	589.809,0000000000000	451.413,0000000000000	384.014,0000000000000	332.597,0000000000000	280.593,0000000000000	245.950,0000000000000	226.293,0000000000000	194.620,0000000000000	178.876,0000000000000	155.881,0000000000000	155.141,0000000000000	141.503,0000000000000	133.661,0000000000000	114.199,0000000000000	108.780,0000000000000	103.676,0000000000000	103.337,0000000000000	93.317,1000000000058	83.647,6000000000058	75.551,8999999999942	80.064,5000000000000	70.452,5000000000000	68.530,6999999999971	65.613,6000000000058	71.526,1999999999971	66.136,6000000000058
906.508,0000000000000	661.309,0000000000000	511.952,0000000000000	418.928,0000000000000	333.833,0000000000000	291.638,0000000000000	241.902,0000000000000	213.777,0000000000000	189.996,0000000000000	166.409,0000000000000	159.516,0000000000000	147.438,0000000000000	138.222,0000000000000	125.007,0000000000000	115.712,0000000000000	116.715,0000000000000	104.185,0000000000000	94.100,6000000000058	86.538,1999999999971	77.389,1999999999971	76.672,0000000000000	69.227,8000000000029	64.260,5999999999985	65.356,5999999999985	64.946,4000000000015	63.284,8000000000029	61.959,8000000000029	56.217,3000000000029
